total_mass,redshift
1.1547812436888332, 0.08454202208373388
1.3529228963892135, 0.09366221864005295
1.5850624294235567, 0.1067495954375602
1.857033325310303, 0.12176423610008648
2.1756699971541136, 0.13877829429175315
2.5489795320316206, 0.1582978644784879
2.9863429027448714, 0.18027069743112878
3.498750704234382, 0.2053766562405735
4.099079338521087, 0.233789662883261
4.80241458848589, 0.266241276968593
5.626430711639528, 0.30295195303243855
6.591834580208799, 0.3443059712751272
7.722886028427533, 0.3917805970065078
9.048007482947487, 0.4454403745377162
10.600498195898226, 0.5066547175364824
12.419371028706943, 0.5767482915503195
14.550332814392384, 0.6581360561692728
17.046932934060706, 0.7531405839749025
19.971908970420284, 0.8653563535952176
23.398763253522006, 0.9987305833305733
27.41360991607055, 1.1582758330170966
32.11733887334258, 1.3509449069000037
37.628151106812695, 1.5807752852967951
44.084528961155904, 1.8474600904951968
51.64871609583621, 2.136523689614123
60.51079453970756, 2.4115093074654297
70.8934613017783, 2.6329941969211084
83.05762457058341, 2.7775572557743446
97.30896013021926, 2.8424109439682606
114.00559275058112, 2.8389601454498465
133.56709557905404, 2.7820597173285027
156.4850336812377, 2.68575809120318
183.3353166815305, 2.557338407144214
214.79267091564068, 2.410533023273483
251.64759476875264, 2.2483591654625834
294.8262232735573, 2.0751333579135
345.4136011497561, 1.8921284934986957
404.6809491180822, 1.705812313398105
474.11760866969985, 1.5168153945475813
555.4684680377279, 1.3244044993770605
650.777809855892, 1.1355205655926155
731.1994165632259, 0.9439658243761573
830.4290678769914, 0.8277159142720905
909.6192939283235, 0.7003750435873557
1032.2887023388791, 0.5889477522388084
1165.1458138170824, 0.4714714817119463
1298.5430970618427, 0.3765686083628834
1415.3109396957223, 0.3031973984121876
1524.3663730856165, 0.24591346081399662
1619.37178066183, 0.19152577254317332
1720.1024116297913, 0.15157130284149697
1821.6265644056487, 0.1222582902712706
1914.0400244462282, 0.09804744411393955
1998.38639915323, 0.08292428623838036
